GARE;CODE_LIGNE;RG_TRONCON;PK;IDGAIA;X_L93;Y_L93;X_WGS84;Y_WGS84;C_GEO;Geo Point;Geo Shape
Puyoô;650000;1;269+690;cef6c47c-dfb5-11e3-8eff-01a464e0362d;384327.8967999965;6277190.206500001;-0.9047162179808879;43.5235290440026;43.5235290440026, -0.9047162179808879;43.523529043979174, -0.9047162179808902;"{""coordinates"": [-0.90471621798089, 43.523529043979174], ""type"": ""Point""}"
Gravenchon-Port-Jérome;362000;1;220+911;51eea5f2-6665-11e3-afff-01f464e0362d;523244.51110000163;6934482.924199998;0.5612136980876551;49.4851496406478;49.4851496406478, 0.5612136980876551;49.48514964062885, 0.5612136980876526;"{""coordinates"": [0.561213698087653, 49.48514964062885], ""type"": ""Point""}"
St-Ustre;570000;3;294+500;51dfad24-6665-11e3-afff-01f464e0362d;516036.34109999985;6646631.7476;0.5833356184913167;46.8945284159243;46.8945284159243, 0.5833356184913167;46.89452841591016, 0.5833356184913151;"{""coordinates"": [0.583335618491315, 46.89452841591016], ""type"": ""Point""}"
Port-St-Louis-du-Rhône;935903;1;023+313;cef59564-dfb5-11e3-8eff-01a464e0362d;847050.8835999966;6256409.3818;4.814203737293712;43.39160502640086;43.39160502640086, 4.814203737293712;43.39160502637709, 4.814203737293714;"{""coordinates"": [4.814203737293714, 43.39160502637709], ""type"": ""Point""}"
St-Louis-les-Aygalades;830000;1;855+516;cef39182-dfb5-11e3-8eff-01a464e0362d;891667.266400002;6252674.269900002;5.362978174517754;43.34739961194079;43.34739961194079, 5.362978174517754;43.34739961191692, 5.362978174517755;"{""coordinates"": [5.362978174517755, 43.34739961191692], ""type"": ""Point""}"
Ailly-sur-Noye;272000;1;110+975;51edec64-6665-11e3-afff-01f464e0362d;654103.6557999998;6961819.997499999;2.363515551547434;49.75367400667487;49.75367400667487, 2.363515551547434;49.75367400665721, 2.363515551547434;"{""coordinates"": [2.363515551547434, 49.75367400665721], ""type"": ""Point""}"
Hagondange;180000;1;170+655;51ec77be-6665-11e3-afff-01f464e0362d;930248.0209000036;6909291.049199998;6.1622374267290745;49.24179682093845;49.24179682093845, 6.1622374267290745;49.2417968209183, 6.162237426729077;"{""coordinates"": [6.162237426729077, 49.2417968209183], ""type"": ""Point""}"
Chaulnes;261000;1;037+543;a4aa2aa2-9243-11e3-94ff-010c64e0362d;685520.4888999984;6967672.872900002;2.798989507747205;49.80775551359704;49.80775551359704, 2.798989507747205;49.80775551357963, 2.7989895077472045;"{""coordinates"": [2.798989507747204, 49.80775551357963], ""type"": ""Point""}"
Villefranche-d'Allier;705000;1;357+070;a4aa51fa-9243-11e3-94ff-010c64e0362d;688419.6330000013;6588950.011500001;2.849272427633292;46.40040007967979;46.40040007967979, 2.849272427633292;46.40040007966421, 2.849272427633292;"{""coordinates"": [2.849272427633292, 46.40040007966421], ""type"": ""Point""}"
Montbéliard;852000;1;484+460;51ed7174-6665-11e3-afff-01f464e0362d;985821.6657999977;6719590.055599999;6.799137927122611;47.514782039638696;47.514782039638696, 6.799137927122611;47.5147820396264, 6.799137927122613;"{""coordinates"": [6.799137927122613, 47.5147820396264], ""type"": ""Point""}"
Jarrie-Vizille;905000;1;143+283;51dfa8e4-6665-11e3-afff-01f464e0362d;915157.5837000012;6446966.1987;5.73531104092708;45.08842001760453;45.08842001760453, 5.73531104092708;45.08842001758519, 5.7353110409270815;"{""coordinates"": [5.735311040927082, 45.08842001758519], ""type"": ""Point""}"
L'Isle-d'Abeau;905621;1;003+148;cef54bec-dfb5-11e3-8eff-01a464e0362d;864672.8496999964;6507281.758000001;5.114373502023721;45.64523459877164;45.64523459877164, 5.114373502023721;45.645234598753866, 5.114373502023722;"{""coordinates"": [5.114373502023722, 45.645234598753866], ""type"": ""Point""}"
;882000;1;002+438;cef87108-dfb5-11e3-8eff-01a464e0362d;842079.1841999963;6631764.186299998;4.862072801618673;46.770927959574735;46.770927959574735, 4.862072801618673;46.77092795956024, 4.862072801618675;"{""coordinates"": [4.862072801618675, 46.77092795956024], ""type"": ""Point""}"
Hautmont;242000;1;223+652;51eae15c-6665-11e3-afff-01f464e0362d;765152.9241999984;7017474.921599999;3.9124302157210926;50.25184751393238;50.25184751393238, 3.9124302157210926;50.25184751391702, 3.9124302157210935;"{""coordinates"": [3.912430215721094, 50.25184751391702], ""type"": ""Point""}"
St-Just-St-Rambert;796000;1;001+704;cef4ee8a-dfb5-11e3-8eff-01a464e0362d;798703.6678000018;6490743.799199998;4.2641339560953355;45.50905382489845;45.50905382489845, 4.2641339560953355;45.5090538248803, 4.264133956095337;"{""coordinates"": [4.264133956095337, 45.5090538248803], ""type"": ""Point""}"
Givet;205000;1;205+911;cef1aa6e-dfb5-11e3-8eff-01a464e0362d;830080.2175000012;7006103.208900001;4.817793485486361;50.13966634203341;50.13966634203341, 4.817793485486361;50.13966634201753, 4.817793485486363;"{""coordinates"": [4.817793485486363, 50.13966634201753], ""type"": ""Point""}"
Gannat;790000;1;376+620;51eb8e40-6665-11e3-afff-01f464e0362d;716603.4587000012;6556768.508900002;3.214966463570878;46.11050870165823;46.11050870165823, 3.214966463570878;46.1105087016418, 3.214966463570878;"{""coordinates"": [3.214966463570878, 46.1105087016418], ""type"": ""Point""}"
La Valbonne;890000;1;027+950;51e682d6-6665-11e3-afff-01f464e0362d;862361.7729000002;6529815.010400001;5.0923783930658315;45.84862600618727;45.84862600618727, 5.0923783930658315;45.848626006170086, 5.092378393065833;"{""coordinates"": [5.092378393065833, 45.848626006170086], ""type"": ""Point""}"
Dunkerque-Ferry (IE);302516;1;013+250;51df1240-6665-11e3-afff-01f464e0362d;647508.2259000018;7102582.7566;2.253604414097412;51.01677292124414;51.01677292124414, 2.253604414097412;51.01677292123208, 2.253604414097411;"{""coordinates"": [2.253604414097411, 51.01677292123208], ""type"": ""Point""}"
Le Mans;451300;1;000+880;51ed1d74-6665-11e3-afff-01f464e0362d;489791.3794;6767443.5253;0.18222312619111686;47.97362149295585;47.97362149295585, 0.18222312619111686;47.97362149294487, 0.18222312619111447;"{""coordinates"": [0.182223126191114, 47.97362149294487], ""type"": ""Point""}"
St-Juéry;742000;1;421+430;51e877d2-6665-11e3-afff-01f464e0362d;635323.3087000027;6315731.3675;2.1944873679992876;43.93761677560621;43.93761677560621, 2.1944873679992876;43.9376167755838, 2.194487367999287;"{""coordinates"": [2.194487367999287, 43.9376167755838], ""type"": ""Point""}"
Fouquereuil;289000;1;046+131;51e80182-6665-11e3-afff-01f464e0362d;669556.3770999983;7048108.3539;2.5713101419052706;50.52949331087452;50.52949331087452, 2.5713101419052706;50.529493310860396, 2.57131014190527;"{""coordinates"": [2.57131014190527, 50.529493310860396], ""type"": ""Point""}"
Souppes-Château-Landon;750000;1;096+736;51ef6ffc-6665-11e3-afff-01f464e0362d;680224.6511999965;6786937.012600001;2.7339255597645007;48.18249111336092;48.18249111336092, 2.7339255597645007;48.18249111335056, 2.7339255597645007;"{""coordinates"": [2.733925559764501, 48.18249111335056], ""type"": ""Point""}"
Le Havre-Maritime;341300;1;227+147;cef77340-dfb5-11e3-8eff-01a464e0362d;493681.26669999957;6935154.918200001;0.15330832170848033;49.48229491951448;49.48229491951448, 0.15330832170848033;49.48229491949552, 0.15330832170847836;"{""coordinates"": [0.153308321708478, 49.48229491949552], ""type"": ""Point""}"
Fresne-St-Mamès;847000;1;020+177;cef9dd98-dfb5-11e3-8eff-01a464e0362d;916765.9902999997;6722233.963199999;5.88347856980204;47.5648557311785;47.5648557311785, 5.88347856980204;47.56485573116635, 5.883478569802043;"{""coordinates"": [5.883478569802043, 47.56485573116635], ""type"": ""Point""}"
Leyment;890000;1;045+224;51e9aeda-6665-11e3-afff-01f464e0362d;875922.2089999989;6539345.794399999;5.270571983813101;45.931044202616654;45.931044202616654, 5.270571983813101;45.9310442025997, 5.270571983813102;"{""coordinates"": [5.270571983813102, 45.9310442025997], ""type"": ""Point""}"
Nice-St-Roch;945000;1;002+166;51f12786-6665-11e3-afff-01f464e0362d;1045188.688699998;6299986.234000001;7.284424165367683;43.71460135807051;43.71460135807051, 7.284424165367683;43.71460135804753, 7.2844241653676844;"{""coordinates"": [7.284424165367684, 43.71460135804753], ""type"": ""Point""}"
La Charité-sur-Loire;750000;1;226+431;51f149b0-6665-11e3-afff-01f464e0362d;701830.884300001;6676059.3522000015;3.0241775839588065;47.18481771456422;47.18481771456422, 3.0241775839588065;47.18481771455095, 3.0241775839588065;"{""coordinates"": [3.024177583958807, 47.18481771455095], ""type"": ""Point""}"
Verberie;232000;1;075+840;51ec6576-6665-11e3-afff-01f464e0362d;680331.4437000006;6914837.978;2.7294665074838744;49.33280842718257;49.33280842718257, 2.7294665074838744;49.33280842716289, 2.7294665074838744;"{""coordinates"": [2.729466507483874, 49.33280842716289], ""type"": ""Point""}"
Épehy;259000;2;171+065;cef99e42-dfb5-11e3-8eff-01a464e0362d;709781.1682000011;6989756.8281;3.1363155918934718;50.006227946907735;50.006227946907735, 3.1363155918934718;50.00622794689124, 3.1363155918934718;"{""coordinates"": [3.136315591893472, 50.00622794689124], ""type"": ""Point""}"
Blaisy-Bas;830000;1;287+242;cef99bc8-dfb5-11e3-8eff-01a464e0362d;830943.3933999985;6698921.995999999;4.735518944635702;47.37768523700457;47.37768523700457, 4.735518944635702;47.377685236991866, 4.735518944635704;"{""coordinates"": [4.735518944635704, 47.377685236991866], ""type"": ""Point""}"
St-Gilles-du-Gard;820000;1;017+235;51eb9180-6665-11e3-afff-01f464e0362d;815507.8659999967;6286821.062199999;4.4319493723719;43.67100103413629;43.67100103413629, 4.4319493723719;43.671001034113225, 4.431949372371901;"{""coordinates"": [4.431949372371901, 43.671001034113225], ""type"": ""Point""}"
Bessé-sur-Braye;500000;1;183+490;51e40a84-6665-11e3-afff-01f464e0362d;532077.9280999973;6750562.8083;0.7551467991123293;47.83397599504228;47.83397599504228, 0.7551467991123293;47.83397599503092, 0.7551467991123277;"{""coordinates"": [0.755146799112328, 47.83397599503092], ""type"": ""Point""}"
St-Louis-les-Aygalades;830000;1;855+516;cef23938-dfb5-11e3-8eff-01a464e0362d;891667.266400002;6252674.269900002;5.362978174517754;43.34739961194079;43.34739961194079, 5.362978174517754;43.34739961191692, 5.362978174517755;"{""coordinates"": [5.362978174517755, 43.34739961191692], ""type"": ""Point""}"
Tonneins;640000;1;094+260;51e20f0a-6665-11e3-afff-01f464e0362d;485290.6229000017;6371057.302499998;0.30332678350452363;44.4055572297114;44.4055572297114, 0.30332678350452363;44.4055572296902, 0.303326783504522;"{""coordinates"": [0.303326783504522, 44.4055572296902], ""type"": ""Point""}"
Toul;070000;1;315+703;51e99bd4-6665-11e3-afff-01f464e0362d;908403.8545999974;6845474.906800002;5.8310916302888;48.675805903653796;48.675805903653796, 5.8310916302888;48.675805903630824, 5.831091630288802;"{""coordinates"": [5.831091630288802, 48.675805903630824], ""type"": ""Point""}"
Tavaux;865000;1;073+550;51ea02e0-6665-11e3-afff-01f464e0362d;883850.0348000005;6663732.421999998;5.422061199424685;47.04845291585849;47.04845291585849, 5.422061199424685;47.04845291584481, 5.422061199424687;"{""coordinates"": [5.422061199424687, 47.04845291584481], ""type"": ""Point""}"
Grand-Couronne;365501;1;000+646;51f2324c-6665-11e3-afff-01f464e0362d;561862.5905999988;6927688.512600001;1.0960715161984744;49.433648908665106;49.433648908665106, 1.0960715161984744;49.433648908645914, 1.0960715161984724;"{""coordinates"": [1.096071516198472, 49.433648908645914], ""type"": ""Point""}"
Polisot;838000;1;204+420;51ed6ac6-6665-11e3-afff-01f464e0362d;803239.5367000028;6775021.416700002;4.386121173230762;48.06741590945464;48.06741590945464, 4.386121173230762;48.06741590944395, 4.386121173230763;"{""coordinates"": [4.386121173230763, 48.06741590944395], ""type"": ""Point""}"
Rivesaltes;677000;1;453+954;51e79052-6665-11e3-afff-01f464e0362d;692125.2908999994;6189161.9613999985;2.903841188762819;42.80192260351088;42.80192260351088, 2.903841188762819;42.80192260348578, 2.903841188762819;"{""coordinates"": [2.903841188762819, 42.80192260348578], ""type"": ""Point""}"
Tournan;002000;1;042+180;51e7ebe4-6665-11e3-afff-01f464e0362d;683617.1595999971;6848329.928800002;2.7772407052550547;48.734884113213695;48.734884113213695, 2.7772407052550547;48.734884113191015, 2.7772407052550543;"{""coordinates"": [2.777240705255054, 48.734884113191015], ""type"": ""Point""}"
Montmédy;204000;2;207+241;51ec81d2-6665-11e3-afff-01f464e0362d;871752.2687000036;6938552.511999998;5.371482232892622;49.523076960178514;49.523076960178514, 5.371482232892622;49.523076960159756, 5.3714822328926255;"{""coordinates"": [5.371482232892625, 49.523076960159756], ""type"": ""Point""}"
Soissons;205000;1;001+690;51df9a80-6665-11e3-afff-01f464e0362d;726129.9474000037;6919316.8101;3.359687004148564;49.372835832820115;49.372835832820115, 3.359687004148564;49.37283583280062, 3.3596870041485642;"{""coordinates"": [3.359687004148564, 49.37283583280062], ""type"": ""Point""}"
Montluçon-Eau;695606;1;001+590;51e7f368-6665-11e3-afff-01f464e0362d;669695.4540999979;6584433.1087;2.6058587848580377;46.359145372636334;46.359145372636334, 2.6058587848580377;46.35914537262064, 2.6058587848580372;"{""coordinates"": [2.605858784858037, 46.35914537262064], ""type"": ""Point""}"
Brive-la-Gaillarde;613000;1;498+311;51e10620-6665-11e3-afff-01f464e0362d;579730.1889000013;6452123.383499999;1.46931106731365;45.15791679481744;45.15791679481744, 1.46931106731365;45.15791679479829, 1.4693110673136494;"{""coordinates"": [1.469311067313649, 45.15791679479829], ""type"": ""Point""}"
Longueil-Ste-Marie;242000;1;070+320;51ee08dc-6665-11e3-afff-01f464e0362d;678545.5490000024;6915727.981400002;2.704856669805634;49.34075110612891;49.34075110612891, 2.704856669805634;49.340751106109266, 2.7048566698056336;"{""coordinates"": [2.704856669805634, 49.340751106109266], ""type"": ""Point""}"
Raon-l'Étape;067000;1;418+096;51f14d0c-6665-11e3-afff-01f464e0362d;983315.248300001;6818697.422600001;6.829716291107586;48.40672126889243;48.40672126889243, 6.829716291107586;48.406721268868054, 6.829716291107589;"{""coordinates"": [6.829716291107589, 48.406721268868054], ""type"": ""Point""}"
Janville;557000;1;025+115;cef74ef0-dfb5-11e3-8eff-01a464e0362d;617131.5456999987;6789810.4199;1.8845408071264678;48.203378948889096;48.203378948889096, 1.8845408071264678;48.2033789488788, 1.8845408071264669;"{""coordinates"": [1.884540807126467, 48.2033789488788], ""type"": ""Point""}"
;559000;1;064+358;f9a18772-d56d-11e9-80ff-01f06fb51c27;573471.6441999972;6724271.977600001;1.3158146455377784;47.6066832792947;47.6066832792947, 1.3158146455377784;47.60668327928267, 1.315814645537777;"{""coordinates"": [1.315814645537777, 47.60668327928267], ""type"": ""Point""}"
Douai;272000;1;218+380;51ecefd2-6665-11e3-afff-01f464e0362d;706455.2232000008;7031416.4804;3.09062987258235;50.380365835365104;50.380365835365104, 3.09062987258235;50.380365835350325, 3.09062987258235;"{""coordinates"": [3.09062987258235, 50.380365835350325], ""type"": ""Point""}"
Varennes-sur-Allier;750000;1;344+380;51dfef1e-6665-11e3-afff-01f464e0362d;732019.5617000014;6577446.899799999;3.415967672370375;46.29615811883032;46.29615811883032, 3.415967672370375;46.29615811881443, 3.4159676723703756;"{""coordinates"": [3.415967672370376, 46.29615811881443], ""type"": ""Point""}"
Villeneuve-d'Ingré;556000;1;068+370;51ed5b06-6665-11e3-afff-01f464e0362d;612912.7586999983;6760059.732700001;1.833676136830548;47.93514090757025;47.93514090757025, 1.833676136830548;47.935140907559166, 1.8336761368305472;"{""coordinates"": [1.833676136830547, 47.935140907559166], ""type"": ""Point""}"
St-Pierre-des-Corps;570000;2;230+568;51eb5a76-6665-11e3-afff-01f464e0362d;530679.6212000027;6701533.646299999;0.7550929585633801;47.39248155667313;47.39248155667313, 0.7550929585633801;47.39248155666048, 0.7550929585633785;"{""coordinates"": [0.755092958563379, 47.39248155666048], ""type"": ""Point""}"
Étais (GS);753000;1;244+018;51e72186-6665-11e3-afff-01f464e0362d;726062.389700003;6711055.7674;3.346188565542344;47.499351608370844;47.499351608370844, 3.346188565542344;47.499351608358495, 3.3461885655423442;"{""coordinates"": [3.346188565542344, 47.499351608358495], ""type"": ""Point""}"
St-Gilles-du-Gard;820000;1;016+233;51e0f350-6665-11e3-afff-01f464e0362d;816493.766900003;6286997.3653;4.44420882815999;43.672425604519155;43.672425604519155, 4.44420882815999;43.67242560449609, 4.444208828159991;"{""coordinates"": [4.444208828159991, 43.67242560449609], ""type"": ""Point""}"
Petit-Quevilly;365502;1;000+394;51ee4152-6665-11e3-afff-01f464e0362d;558459.0067000017;6926699.2269;1.0495159916408965;49.42401318382728;49.42401318382728, 1.0495159916408965;49.42401318380806, 1.049515991640895;"{""coordinates"": [1.049515991640895, 49.42401318380806], ""type"": ""Point""}"
St-Julien (Côtes-d'Armor);475000;1;480+607;51df70e6-6665-11e3-afff-01f464e0362d;271447.5675000027;6834217.3473000005;-2.802496965815595;48.46644556263472;48.46644556263472, -2.802496965815595;48.466445562610645, -2.8024969658156;"{""coordinates"": [-2.8024969658156, 48.466445562610645], ""type"": ""Point""}"
Theuvy-Achères;409000;1;017+661;51e317bc-6665-11e3-afff-01f464e0362d;577596.1674000025;6831052.0726;1.340838413187611;48.56811345369747;48.56811345369747, 1.340838413187611;48.56811345367392, 1.34083841318761;"{""coordinates"": [1.34083841318761, 48.56811345367392], ""type"": ""Point""}"
Pont-d'Ardres;295000;1;094+071;cef879c4-dfb5-11e3-8eff-01a464e0362d;627928.1894000024;7088677.318100002;1.9777767569270832;50.89008357081429;50.89008357081429, 1.9777767569270832;50.89008357080171, 1.9777767569270823;"{""coordinates"": [1.977776756927082, 50.89008357080171], ""type"": ""Point""}"
;590000;2;644+281;51e8b03c-6665-11e3-afff-01f464e0362d;579939.0768999979;6338032.262499999;1.499557427455438;44.131028996693146;44.131028996693146, 1.499557427455438;44.13102899667123, 1.499557427455437;"{""coordinates"": [1.499557427455437, 44.13102899667123], ""type"": ""Point""}"
Aniche;258000;1;219+724;cefa44c8-dfb5-11e3-8eff-01a464e0362d;718395.1981000006;7025949.7432;3.2580128224754654;50.33104980461323;50.33104980461323, 3.2580128224754654;50.331049804598216, 3.258012822475466;"{""coordinates"": [3.258012822475466, 50.331049804598216], ""type"": ""Point""}"
Blois-Chambord;591000;1;175+202;cef3ea74-dfb5-11e3-8eff-01a464e0362d;576401.692400001;6725620.6316;1.3544302620899022;47.61937597610145;47.61937597610145, 1.3544302620899022;47.61937597608945, 1.354430262089901;"{""coordinates"": [1.354430262089901, 47.61937597608945], ""type"": ""Point""}"
Coudekerque-Branche;301306;1;001+176;51f06afa-6665-11e3-afff-01f464e0362d;655811.7697999999;7101976.999899998;2.371737964850386;51.01198834277605;51.01198834277605, 2.371737964850386;51.011988342763985, 2.3717379648503853;"{""coordinates"": [2.371737964850385, 51.011988342763985], ""type"": ""Point""}"
Valenton;990000;3;078+445;51f01eca-6665-11e3-afff-01f464e0362d;662750.5041999966;6851628.1611;2.4932322742003508;48.7636813905513;48.7636813905513, 2.4932322742003508;48.76368139052878, 2.4932322742003503;"{""coordinates"": [2.49323227420035, 48.76368139052878], ""type"": ""Point""}"
Creil;316000;1;050+958;51f1edd0-6665-11e3-afff-01f464e0362d;660934.8253000006;6906794.408799998;2.4634313873585234;49.25961152223406;49.25961152223406, 2.4634313873585234;49.25961152221401, 2.463431387358523;"{""coordinates"": [2.463431387358523, 49.25961152221401], ""type"": ""Point""}"
Rognac;830000;1;835+080;51efebce-6665-11e3-afff-01f464e0362d;880540.5841000006;6267417.2106;5.231011526618474;43.482889106328;43.482889106328, 5.231011526618474;43.482889106304455, 5.231011526618475;"{""coordinates"": [5.231011526618475, 43.482889106304455], ""type"": ""Point""}"
Noyelles-sur-Mer;311000;1;189+815;a4a9ddbc-9243-11e3-94ff-010c64e0362d;607436.4768000022;7011289.6532000005;1.7051786653588838;50.19287236458264;50.19287236458264, 1.7051786653588838;50.192872364567016, 1.7051786653588825;"{""coordinates"": [1.705178665358883, 50.192872364567016], ""type"": ""Point""}"
Guillaucourt;261000;1;024+867;a4aa3322-9243-11e3-94ff-010c64e0362d;673610.7370000035;6971886.680399999;2.633383703188919;49.845227583265256;49.845227583265256, 2.633383703188919;49.84522758324801, 2.6333837031889185;"{""coordinates"": [2.633383703188918, 49.84522758324801], ""type"": ""Point""}"
Lille-Flandres;273300;1;001+200;51e11f70-6665-11e3-afff-01f464e0362d;706861.747299999;7056845.222600002;3.0967749226045838;50.60861169915078;50.60861169915078, 3.0967749226045838;50.60861169913699, 3.0967749226045838;"{""coordinates"": [3.096774922604584, 50.60861169913699], ""type"": ""Point""}"
Hautmont;242000;1;223+652;51eb12a8-6665-11e3-afff-01f464e0362d;765152.9241999984;7017474.921599999;3.9124302157210926;50.25184751393238;50.25184751393238, 3.9124302157210926;50.25184751391702, 3.9124302157210935;"{""coordinates"": [3.912430215721094, 50.25184751391702], ""type"": ""Point""}"
St-Marcel-ls-Chalon;882000;1;002+438;cef865a0-dfb5-11e3-8eff-01a464e0362d;842079.1841999963;6631764.186299998;4.862072801618673;46.770927959574735;46.770927959574735, 4.862072801618673;46.77092795956024, 4.862072801618675;"{""coordinates"": [4.862072801618675, 46.77092795956024], ""type"": ""Point""}"
Le Plessis-Belleville;229000;1;041+914;51e9ad38-6665-11e3-afff-01f464e0362d;681237.9297000021;6888327.991900001;2.743121003973845;49.09450879291512;49.09450879291512, 2.743121003973845;49.09450879289425, 2.7431210039738447;"{""coordinates"": [2.743121003973845, 49.09450879289425], ""type"": ""Point""}"
Béthune;301000;1;229+685;51f045da-6665-11e3-afff-01f464e0362d;674767.9173000008;7046980.896000002;2.6447664300949465;50.51960591093226;50.51960591093226, 2.6447664300949465;50.51960591091808, 2.644766430094946;"{""coordinates"": [2.644766430094946, 50.51960591091808], ""type"": ""Point""}"
Brétigny;570000;1;031+183;51ebc5fc-6665-11e3-afff-01f464e0362d;648543.2446999997;6834258.284600001;2.30204438513348;48.6064767241926;48.6064767241926, 2.30204438513348;48.60647672416924, 2.3020443851334798;"{""coordinates"": [2.30204438513348, 48.60647672416924], ""type"": ""Point""}"
St-Pierre-des-Corps;570000;2;230+568;51eb4dfe-6665-11e3-afff-01f464e0362d;530679.6212000027;6701533.646299999;0.7550929585633801;47.39248155667313;47.39248155667313, 0.7550929585633801;47.39248155666048, 0.7550929585633785;"{""coordinates"": [0.755092958563379, 47.39248155666048], ""type"": ""Point""}"
Woippy;180611;1;008+405;51e2bd92-6665-11e3-afff-01f464e0362d;932534.7276000008;6904663.1534;6.191041939243347;49.19939856222657;49.19939856222657, 6.191041939243347;49.19939856220623, 6.191041939243349;"{""coordinates"": [6.191041939243349, 49.19939856220623], ""type"": ""Point""}"
Avallon;755000;1;229+989;51e8a148-6665-11e3-afff-01f464e0362d;769821.196800001;6710933.2716999985;3.9273840840266083;47.49507241981132;47.49507241981132, 3.9273840840266083;47.49507241979896, 3.9273840840266088;"{""coordinates"": [3.927384084026609, 47.49507241979896], ""type"": ""Point""}"
Auch;648000;1;088+209;51ee2a06-6665-11e3-afff-01f464e0362d;506117.2577000037;6286312.075100001;0.5971089756731116;43.64929921534696;43.64929921534696, 0.5971089756731116;43.649299215323815, 0.5971089756731104;"{""coordinates"": [0.59710897567311, 43.649299215323815], ""type"": ""Point""}"
Nogent-le-Rotrou;420000;1;147+773;51e1b65a-6665-11e3-afff-01f464e0362d;537924.6493000016;6805455.9177;0.8129478015382455;48.32921926680832;48.32921926680832, 0.8129478015382455;48.329219266783525, 0.812947801538244;"{""coordinates"": [0.812947801538244, 48.329219266783525], ""type"": ""Point""}"
Cusset;786000;1;002+890;51e28d98-6665-11e3-afff-01f464e0362d;734763.251199998;6560119.332400002;3.450326570413566;46.13999333999235;46.13999333999235, 3.450326570413566;46.139993339976, 3.450326570413566;"{""coordinates"": [3.450326570413566, 46.139993339976], ""type"": ""Point""}"
Crouy;229000;1;108+490;51ecc3b8-6665-11e3-afff-01f464e0362d;725643.0282000005;6922537.4048999995;3.3531827861091736;49.401803636636;49.401803636636, 3.3531827861091736;49.40180363661665, 3.353182786109174;"{""coordinates"": [3.353182786109174, 49.40180363661665], ""type"": ""Point""}"
Vitry-le-François;070000;1;205+700;51f00e10-6665-11e3-afff-01f464e0362d;817579.0982000008;6847760.978;4.598365299135336;48.71927096755161;48.71927096755161, 4.598365299135336;48.71927096752885, 4.598365299135338;"{""coordinates"": [4.598365299135338, 48.71927096752885], ""type"": ""Point""}"
Berlaimont;267000;1;078+860;cef5d2be-dfb5-11e3-8eff-01a464e0362d;757637.049999997;7011495.5777;3.806327352258387;50.198894057270905;50.198894057270905, 3.806327352258387;50.19889405725531, 3.806327352258388;"{""coordinates"": [3.806327352258388, 50.19889405725531], ""type"": ""Point""}"
Mignères-Gondréville;745000;1;114+657;cef66ef0-dfb5-11e3-8eff-01a464e0362d;673116.1689999998;6771310.138;2.6392437214216593;48.04162064217381;48.04162064217381, 2.6392437214216593;48.04162064216305, 2.639243721421659;"{""coordinates"": [2.639243721421659, 48.04162064216305], ""type"": ""Point""}"
Jarrie-Vizille;905000;1;143+372;51df65e8-6665-11e3-afff-01f464e0362d;915242.1909999996;6446938.5901999995;5.736373639421716;45.08814519192326;45.08814519192326, 5.736373639421716;45.08814519190391, 5.736373639421719;"{""coordinates"": [5.736373639421719, 45.08814519190391], ""type"": ""Point""}"
Limoges-Puy-Imbert;606606;1;471+143;51ea8776-6665-11e3-afff-01f464e0362d;565705.1640999988;6532113.2238;1.268546743825475;45.875434238363226;45.875434238363226, 1.268546743825475;45.875434238346116, 1.2685467438254736;"{""coordinates"": [1.268546743825474, 45.875434238346116], ""type"": ""Point""}"
St-Malo;441000;1;453+027;51e1cc3a-6665-11e3-afff-01f464e0362d;332614.99710000306;6849756.026999999;-1.989961745251095;48.64347330974752;48.64347330974752, -1.989961745251095;48.64347330972437, -1.9899617452510987;"{""coordinates"": [-1.989961745251099, 48.64347330972437], ""type"": ""Point""}"
Kuntzig;177000;1;005+502;51e68f68-6665-11e3-afff-01f464e0362d;934626.302699998;6921604.867800001;6.229215058334834;49.350807223283475;49.350807223283475, 6.229215058334834;49.35080722326387, 6.229215058334837;"{""coordinates"": [6.229215058334837, 49.35080722326387], ""type"": ""Point""}"
Lectoure;647000;1;173+395;51df1322-6665-11e3-afff-01f464e0362d;509550.84579999745;6315567.677200001;0.6287525080248657;43.913375570714884;43.913375570714884, 0.6287525080248657;43.91337557069241, 0.628752508024864;"{""coordinates"": [0.628752508024864, 43.91337557069241], ""type"": ""Point""}"
Mâcon-Ville;830000;1;439+934;14df593c-a761-11eb-97ff-01a0b2273146;840270.0869999975;6579447.302000001;4.822548543335813;46.300353141723456;46.300353141723456, 4.822548543335813;46.30035314170757, 4.822548543335815;"{""coordinates"": [4.822548543335815, 46.30035314170757], ""type"": ""Point""}"
Naintré-les-Barres;570000;3;311+756;cef74790-dfb5-11e3-8eff-01a464e0362d;508918.08680000156;6631825.4629999995;0.4960531246883201;46.75928288616193;46.75928288616193, 0.4960531246883201;46.75928288614739, 0.4960531246883181;"{""coordinates"": [0.496053124688318, 46.75928288614739], ""type"": ""Point""}"
Eurville-Bienville;020000;1;243+369;51e94f94-6665-11e3-afff-01f464e0362d;850505.4644000009;6834516.297699999;5.041133872773448;48.59334447894613;48.59334447894613, 5.041133872773448;48.59334447892272, 5.0411338727734485;"{""coordinates"": [5.041133872773448, 48.59334447892272], ""type"": ""Point""}"
